tweets,date,user_name,user_screen_name,user_followers,user_friends,user_verified,user_language,retweet_count,favorite_count
"How bad will the coronavirus outbreak get in the U.S.? 

Early models suggest it could be a historic pandemic on th… https://t.co/7jMP1hFt3o",Wed Mar 04 13:16:58 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,128,212
"The TikTok ""skull-breaker challenge"" landed a teen in the hospital. Two minors face criminal charges. https://t.co/D7oKd5AraO",Wed Mar 04 13:21:03 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,25,55
Analysis: 5 takeaways from Super Tuesday https://t.co/w2tZ0qaudk,Wed Mar 04 13:32:06 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,21,57
"As vote-counting nears an end, five ways Israel could finally get a government https://t.co/QtHW0znsfs",Wed Mar 04 13:38:02 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,16,28
Mike Bloomberg mocked after Super Tuesday flop https://t.co/nOJ3UlJtGZ,Wed Mar 04 13:41:07 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,32,130
"Here's how many delegates each of the candidates have gained so far from #SuperTuesday contests, with many votes fr… https://t.co/r4MF5ASNDM",Wed Mar 04 13:43:37 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,214,374
Analysis: Joe Biden is Back after commanding Super Tuesday performance https://t.co/qEraVDDxNU,Wed Mar 04 13:45:06 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,37,206
"Super Tuesday is over, though with many votes yet to be counted in the California primary, things could shift in th… https://t.co/rYUZAzVvQh",Wed Mar 04 13:59:02 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,51,146
"A politician was criticized for her ""disgusting"" tweet about coronavirus. She’s not alone. https://t.co/ChDxUw4EUM",Wed Mar 04 14:01:41 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,20,54
Ikea recalls more furniture due to tip-over risks to children https://t.co/788y0a5lnu,Wed Mar 04 14:03:05 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,35,50
"Some Super Tuesday delegates are still up for grabs, especially in California, and this race is far from over. But… https://t.co/2upaXosGVe",Wed Mar 04 14:06:22 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,60,155
"Coronavirus is shutting down movies, tours and festivals. Here’s where things stand. https://t.co/dcPnl21MEX",Wed Mar 04 14:09:38 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,98,129
"Biden clearly had the best night Tuesday, but Bernie Sanders has a sizable lead in California, which allocates 30 p… https://t.co/9GxfnGGynP",Wed Mar 04 14:11:54 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,28,68
"No, Trump didn’t shut down 37 of 47 global anti-pandemic programs https://t.co/qOaDb98A9h",Wed Mar 04 14:13:05 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,935,2399
"Analysis: As Netanyahu claims win, Israel loses U.S. Democrats https://t.co/ntjgWh2Vqz",Wed Mar 04 14:17:04 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,32,85
"""I don’t want your coronavirus in my country"": Singapore student attacked in London https://t.co/uV7tpM4kGo",Wed Mar 04 14:23:03 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,47,94
Pence says every American can get a coronavirus test https://t.co/nuiAzuVDbZ,Wed Mar 04 14:26:03 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,84,282
Dow bounces back roughly 600 points as Joe Biden’s Super Tuesday surge gives U.S. markets a coronavirus respite https://t.co/Mp1TOyzrz8,Wed Mar 04 14:32:11 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,146,474
Opinion: Elizabeth Warren focused on her core voters. There weren’t enough of them. https://t.co/W0Fpsb3HJd,Wed Mar 04 14:33:02 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,31,113
"Ronan Farrow dumps publisher over its book deal with his father, Woody Allen https://t.co/ZiercBBrB1",Wed Mar 04 14:34:06 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,253,1486
Tennessee tornadoes: Dozens still missing following storms that killed at least 24 people https://t.co/yfQYbezwCg,Wed Mar 04 14:44:03 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,77,81
Perspective: Democrats must unite after the Sanders-Biden battle if they want to win https://t.co/lqgDu4I8OJ,Wed Mar 04 14:56:03 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,162,709
How the coronavirus compares with the flu https://t.co/6IZCJaEcuM,Wed Mar 04 15:01:17 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,45,73
U.S. markets poised for big gains as Joe Biden’s Super Tuesday surge offers coronavirus respite https://t.co/0Z7XhcLj3Y,Wed Mar 04 15:02:02 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,41,157
Supreme Court to hear arguments in Louisiana abortion case https://t.co/vQNtU1y9iI,Wed Mar 04 15:05:05 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,28,51
Trump coronavirus effort undermined by mixed messages and falsehoods https://t.co/ftkdxc462N,Wed Mar 04 15:11:06 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,71,139
Shaq has a hilarious hairline after losing a bet to Dwyane Wade https://t.co/2nDhTtiFTT,Wed Mar 04 15:12:03 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,16,53
RT @seungminkim: Bloomberg OUT https://t.co/2zcjQ74QWu,Wed Mar 04 15:12:56 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,0,0
"Mike Bloomberg ends his presidential bid, endorses Joe Biden https://t.co/I9Yx8341aZ",Wed Mar 04 15:14:11 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,784,2164
Chinese researchers suggest there may be two strains of novel coronavirus https://t.co/8TAwxWv4gH,Wed Mar 04 15:23:05 +0000 2020,The Washington Post,washingtonpost,15268323,1662,True,,207,205
