tweets,date,user_name,user_screen_name,user_followers,user_friends,user_verified,user_language,retweet_count,favorite_count
"Just received a briefing on the Coronavirus in China from all of our GREAT agencies, who are also working closely w… https://t.co/3JD0tWoy2a",Thu Jan 30 00:06:52 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,17235,73720
https://t.co/pXexddCGtT,Thu Jan 30 00:32:52 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,20535,59979
https://t.co/66006PDuKf,Thu Jan 30 03:27:19 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,40115,150350
“Schiff blasted for not focusing on California homeless.” @foxandfriends  His District is in terrible shape. He is… https://t.co/GEz3MsMa9Z,Thu Jan 30 15:39:43 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,28098,123482
RT @realDonaldTrump: https://t.co/66006PDuKf,Thu Jan 30 17:15:53 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @IvankaTrump: 🇺🇸 New Gallup Poll 🇺🇸 Double-digit improvements in how Americans view the nation’s economy, security from terrorism, milit…",Thu Jan 30 19:00:22 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"Great photos from a SOUTHERN BORDER WALL Briefing with Secretary of Defense, Mark @EsperDoD! https://t.co/rpGHpdoIa6",Thu Jan 30 20:01:53 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,10645,42419
https://t.co/alTg16dgM5,Thu Jan 30 20:01:57 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,2628,8656
https://t.co/XWKEY5MIXL,Thu Jan 30 20:02:02 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,2255,7468
https://t.co/OWYuHqbgAj,Thu Jan 30 20:02:06 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,5125,19535
https://t.co/Kf24nTnc7E,Thu Jan 30 20:02:12 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,5401,20184
Congressman Brian @Babin4Congress of Texas has been a strong supporter of our #MAGA Agenda. He is strong on the Sec… https://t.co/l0Q9FlFSpJ,Thu Jan 30 20:10:22 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,8169,34044
Congressman @MichaelCBurgess has done a Great job representing the people of Texas. He continues to protect your ve… https://t.co/wy6SGBCxU7,Thu Jan 30 20:11:30 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,9107,39437
Happy birthday today to two of the very best in Congress—@RepMikeJohnson (age 48) and @RepLeeZeldin (age 40—big one… https://t.co/bzwubAvjln,Thu Jan 30 20:13:03 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,8843,41094
"Just landed in Michigan. Car companies, and many others, are building and expanding here. Great to see!",Thu Jan 30 20:34:18 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,16753,101161
"BIGGEST TRADE DEAL EVER MADE, the USMCA, was signed yesterday and the Fake News Media barely mentioned it. They nev… https://t.co/y03mIE6R70",Thu Jan 30 20:37:01 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,31586,146138
RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks at a USMCA celebration! https://t.co/Db0GPJcPvB,Thu Jan 30 21:56:34 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"Leaving Michigan now, great visit, heading for Iowa. Big Rally!",Thu Jan 30 21:58:38 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,12142,74800
"Working closely with China and others on Coronavirus outbreak. Only 5 people in U.S., all in good recovery.",Thu Jan 30 22:04:35 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,22796,137616
"RT @EliseStefanik: Once again Adam Schiff makes up dialogue of the President of the United States on the floor of the Senate.

Just like Sc…",Thu Jan 30 22:09:06 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @RepMarkMeadows: How about this:

If the Senate discusses calling witnesses, and Adam Schiff continues demanding we block questions and…",Thu Jan 30 22:10:03 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @RepMarkMeadows: 128 days. 17 Democrat witnesses. And they still have no case.

It’s over. This trial should end tomorrow with President…",Thu Jan 30 22:10:22 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @RepMikeJohnson: Our defense team has done its job. We've shown Adam Schiff &amp; Co. have no case, no evidence, and no justification for im…",Thu Jan 30 22:10:29 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @RepAndyBiggsAZ: Democrats didn't accept the results of the 2016 election; that's why they've been pushing to impeach and remove Preside…,Thu Jan 30 22:10:45 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @SteveScalise: While Dems obsess over impeachment, @realDonaldTrump is working for YOU!

– #USMCA signed
– Middle East peace plan announ…",Thu Jan 30 22:11:14 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @MatthewJshow: @realDonaldTrump @foxandfriends When will Schiff be investigated?,Thu Jan 30 22:11:45 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @bfraser747: @realDonaldTrump @foxandfriends Schiff and many more of these elected people should all be ashamed of themselves. What have…,Thu Jan 30 22:12:01 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @bfraser747: @realDonaldTrump @foxandfriends If you're a Democrat you really have no choice but to #VoteTrump2020 . He's the only guy in…,Thu Jan 30 22:12:25 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @SexCounseling: @realDonaldTrump @foxandfriends Schiff is a congenital liar that has done nothing positive for the American people.,Thu Jan 30 22:12:37 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @DeAnna4Congress: @realDonaldTrump @foxandfriends Schiff hasn’t done a thing for his district nor has Nancy Pelosi in SF!

Nancy has bee…",Thu Jan 30 22:13:18 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @EpochTimesCan: Trump administration forms #coronavirus task force
https://t.co/mnpl6MiXQb",Thu Jan 30 22:15:23 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
"RT @marc_lotter: While Democrats focus on WITCH HUNT, @realDonaldTrump is highlighting how he is working to help American autoworkers and A…",Thu Jan 30 22:15:45 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @paulsperry_: BREAKING: Over dozen Senators just asked Schiff about RCI story (below) &amp; he did not deny it but complained about “attacks…,Thu Jan 30 22:25:38 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
RT @MZHemingway: WATCH THIS,Thu Jan 30 22:27:29 +0000 2020,Donald J. Trump,realDonaldTrump,73120437,47,True,,0,0
